area_type,availability,location,size,society,total_sqft,bath,balcony,price,latitude,longitude,hospital_distance_km,hospital_time_min,playground_distance_km,playground_time_min,kindergarten_distance_km,kindergarten_time_min,metro_distance_km,metro_time_min,busstop_distance_km,busstop_time_min,office_distance_km,office_time_min,school_distance_km,school_time_min,college_distance_km,college_time_min
Built-up  Area,Ready To Move,Kudlu,2 BHK,MJinala,1030,2.0,2.0,75.0,12.9746,77.5976,4.82,10,2.2,1,1.22,4,2.71,17,1.62,1,7.69,18,3.6,10,6.88,31
Built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,39.0,12.9866,77.6096,3.39,11,2.06,6,2.74,10,2.87,12,1.28,3,14.52,12,1.27,12,7.36,10
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,GrrvaGr,550,1.0,1.0,16.0,12.9996,77.6226,3.62,5,2.89,5,2.88,8,2.25,17,1.6,5,2.18,24,0.66,13,6.71,13
Super built-up  Area,Ready To Move,Anjanapura,4 BHK,GrrvaGr,1800,4.0,2.0,55.0,13.0086,77.6316,2.65,2,0.51,2,1.25,10,5.58,18,1.41,5,4.01,13,3.35,6,2.76,19
Plot  Area,Ready To Move,Yemlur,5 Bedroom,Epllan ,10000,5.0,2.0,1950.0,12.9756,77.5986,1.29,2,2.92,8,1.14,7,3.57,17,0.66,3,1.86,10,0.55,5,1.64,25
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,77.0,12.9926,77.6156,4.71,3,0.33,6,2.77,8,2.01,5,1.56,5,13.64,10,1.09,12,3.41,17
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,GrrvaGr,2000,3.0,0.0,90.0,12.9736,77.5966,4.86,12,2.46,8,3.09,5,7.58,6,0.96,6,7.89,10,0.74,12,9.64,17
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,PrarePa,1100,3.0,1.0,58.0,12.9856,77.6086,4.24,8,1.01,4,0.79,4,6.04,23,1.11,7,1.7,17,0.6,3,8.21,17
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,GrrvaGr,1780,3.0,1.0,100.0,12.9986,77.6216,2.42,10,1.32,9,3.95,6,3.22,23,0.51,7,11.68,34,4.17,10,1.15,25
Plot  Area,Ready To Move,2nd Block Hbr Layout,5 Bedroom,GrrvaGr,950,5.0,2.0,55.0,12.9736,77.5966,1.02,2,0.9,2,0.37,5,2.93,12,1.93,1,2.07,11,3.52,6,5.47,14
Built-up  Area,Ready To Move,Panathur,2 BHK,GrrvaGr,1050,2.0,2.0,60.0,12.9846,77.6076,0.63,6,2.46,4,0.55,4,6.56,14,0.79,1,8.58,16,1.75,8,5.62,16
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Collsrn,1370,3.0,3.0,38.36,13.0016,77.6246,2.62,13,1.48,5,1.4,8,2.31,13,1.91,3,9.8,18,3.26,8,4.67,13
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3951,4.0,3.0,230.0,13.0086,77.6316,1.67,11,2.05,9,1.02,4,1.03,5,0.67,5,14.91,15,4.15,12,1.72,11
Super built-up  Area,Ready To Move,Bellandur,3 BHK,BhreeBa,2500,4.0,2.0,112.0,13.0136,77.6366,4.31,12,2.86,2,0.43,5,5.35,7,0.88,5,10.42,23,2.91,11,4.87,13
Built-up  Area,Ready To Move,Sri Venkateshpura Layout,2 BHK,GrrvaGr,1050,2.0,1.0,49.5,13.0016,77.6246,2.81,11,1.17,8,3.63,5,2.63,5,1.05,4,1.37,24,3.06,5,2.39,16
Super built-up  Area,Ready To Move,Anjanapura,3 BHK,GrrvaGr,1843,3.0,1.0,87.54,13.0086,77.6316,4.62,8,1.5,4,0.82,9,1.51,19,0.16,7,5.09,40,3.15,13,8.82,10
Plot  Area,Ready To Move,3rd Block Banashankari,4 Bedroom,GrrvaGr,1200,4.0,1.0,175.0,13.0116,77.6346,3.68,8,0.3,8,1.32,6,7.0,10,0.74,6,3.7,35,2.8,13,1.85,32
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1186,2.0,1.0,76.0,12.9906,77.6136,2.37,14,1.84,8,1.65,10,6.55,24,1.41,6,1.11,28,4.74,9,9.69,18
Super built-up  Area,18-Aug,Haralur Road,1 BHK,SNnia E,560,1.0,1.0,45.0,13.0126,77.6356,3.77,2,1.02,9,0.24,8,5.06,21,1.73,6,10.0,38,1.57,7,4.87,25
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,AriosHe,2357,3.0,2.0,135.0,12.9936,77.6166,4.85,2,1.87,3,0.57,5,2.75,12,1.99,7,11.48,14,3.98,10,7.44,14
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,GrrvaGr,1200,3.0,1.0,160.0,12.9726,77.5956,2.9,7,0.98,6,2.03,4,3.29,23,0.25,1,8.19,18,3.98,7,1.41,21
Super built-up  Area,20-Jan,Yelahanka,3 BHK,Aduil T,1823,3.0,2.0,103.0,13.0156,77.6386,1.71,6,0.42,4,1.17,4,1.03,22,2.0,4,11.07,34,2.22,6,4.15,18
Built-up  Area,Ready To Move,Rajasree Layout,3 BHK,Itbhaa ,1310,3.0,3.0,90.0,13.0036,77.6266,1.98,11,0.99,3,1.98,5,7.38,15,0.95,4,4.69,13,2.83,5,6.0,26
Super built-up  Area,Ready To Move,Varthur,3 BHK,CaestSr,1520,2.0,2.0,60.0,12.9746,77.5976,3.18,8,2.48,6,2.79,3,3.07,18,0.6,7,10.28,22,2.89,5,1.68,17
Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,Rosha I,1610,3.0,1.0,74.03,12.9926,77.6156,4.86,2,0.63,2,2.38,9,1.32,12,1.46,5,2.79,35,1.56,14,9.88,25
Plot  Area,18-Aug,Whitefield,3 Bedroom,GrrvaGr,1500,3.0,1.0,78.57,13.0206,77.6436,2.47,2,0.61,8,3.02,7,6.67,24,0.14,3,11.19,15,4.07,5,5.89,19
Super built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,MCrds S,1400,2.0,2.0,80.0,12.9796,77.6026,3.6,4,2.49,4,3.93,5,7.42,14,1.65,3,12.89,14,2.09,14,8.95,27
Super built-up  Area,Ready To Move,HRBR Layout,3 BHK,GrrvaGr,1625,3.0,2.0,120.0,12.9906,77.6136,1.06,8,0.85,8,1.68,5,4.27,17,1.62,2,7.4,37,4.64,12,1.28,25
Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,GrrvaGr,1500,5.0,3.0,265.0,13.0106,77.6336,3.18,6,1.06,8,3.07,10,2.43,9,1.65,3,11.62,20,0.72,6,9.23,23
Built-up  Area,Ready To Move,Hessarghatta,2 BHK,GrrvaGr,900,2.0,1.0,24.0,12.9796,77.6026,3.72,8,1.67,8,0.92,5,4.57,20,0.63,2,11.16,32,0.67,14,3.26,19
Built-up  Area,Ready To Move,Talaghattapura,2 BHK,GrrvaGr,1100,2.0,0.0,32.0,13.0116,77.6346,2.23,13,1.33,1,0.27,3,4.18,16,1.65,1,2.53,43,0.89,6,5.5,29
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrrvaGr,1000,2.0,1.0,50.0,12.9976,77.6206,3.25,10,2.48,5,3.71,8,1.34,24,0.19,3,2.73,40,2.1,3,8.17,15
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4.0,3.0,197.0,13.0086,77.6316,1.29,12,1.77,6,1.84,5,5.34,8,0.59,5,8.91,26,1.51,8,5.99,16
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,Vaarai ,994,2.0,0.0,54.67,12.9876,77.6106,2.41,5,2.17,9,2.16,9,4.09,8,1.22,5,6.53,33,2.15,5,6.37,31
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,ARncy R,1455,3.0,3.0,75.0,12.9806,77.6036,4.16,13,2.15,9,0.34,9,5.49,14,1.24,6,9.73,38,4.19,8,5.09,14
Plot  Area,Ready To Move,Chandapura,5 Bedroom,Arncyd ,1200,3.0,1.0,79.0,12.9986,77.6216,1.16,8,0.32,5,1.93,8,2.64,9,1.93,3,4.25,22,0.97,3,9.13,15
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1172,2.0,1.0,75.0,12.9816,77.6046,0.63,2,2.93,3,0.66,4,7.38,6,1.96,7,6.27,42,1.23,11,3.05,17
Super built-up  Area,Ready To Move,Hennur,3 BHK,GrrvaGr,1935,3.0,2.0,102.0,13.0046,77.6276,3.54,5,0.31,9,3.9,7,4.92,11,0.88,4,6.25,36,4.03,11,2.57,20
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Ameur G,1856,3.0,3.0,106.0,12.9836,77.6066,1.7,13,2.85,6,1.48,5,5.23,12,0.36,5,3.43,11,2.06,14,5.71,32
Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,GrrvaGr,2392,3.0,2.0,249.0,13.0086,77.6316,2.54,11,2.96,7,2.89,6,6.87,10,0.92,5,7.29,36,4.32,10,2.04,10
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,900,2.0,2.0,35.0,12.9906,77.6136,4.48,10,0.86,4,3.75,5,1.76,18,0.14,6,5.42,44,1.79,10,2.51,24
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,ChionCo,1757,3.0,3.0,98.0,12.9956,77.6186,1.03,2,1.97,3,3.24,4,6.59,8,0.72,2,1.33,17,1.75,4,1.11,29
Super built-up  Area,Ready To Move,Kudlu,2 BHK,GrrvaGr,1027,2.0,2.0,44.0,12.9746,77.5976,3.91,11,0.25,4,3.17,9,7.52,6,0.52,7,12.94,19,1.71,14,1.59,27
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Nillsre,1626,3.0,3.0,85.0,13.0206,77.6436,2.63,14,2.07,7,3.11,4,3.71,8,1.67,3,12.67,10,4.84,3,2.81,21
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,2 BHK,GrrvaGr,1200,2.0,1.0,54.0,12.9896,77.6126,0.42,6,0.64,7,2.21,7,1.46,17,1.84,7,4.69,28,4.91,13,3.47,14
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1559,3.0,1.0,81.55,13.0186,77.6416,1.06,9,2.83,7,1.5,11,4.76,14,1.68,1,5.93,16,2.71,12,5.98,23
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,GrrvaGr,1190,2.0,2.0,50.0,13.0146,77.6376,2.58,9,2.0,7,3.63,4,5.38,21,1.5,1,14.57,41,3.32,10,6.16,18
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1200,2.0,1.0,72.0,13.0156,77.6386,1.28,12,2.32,8,0.98,8,5.72,14,1.17,3,10.85,11,0.35,11,1.72,15
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,74.0,12.9856,77.6086,1.91,8,2.84,7,1.59,9,7.79,24,1.52,6,12.24,16,1.07,11,5.08,12
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,GrrvaGr,1140,2.0,1.0,65.0,12.9856,77.6086,3.53,2,2.59,7,2.93,5,1.54,19,0.64,7,4.87,12,4.19,5,9.16,11
Built-up  Area,Ready To Move,Vibuthipura,3 BHK,Tantsod,1603,2.0,0.0,125.0,13.0156,77.6386,4.27,5,1.46,1,2.12,5,6.3,7,1.22,7,12.58,37,1.9,6,1.27,15
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1278,3.0,2.0,70.0,13.0126,77.6356,2.32,9,0.6,9,2.31,7,2.65,24,1.73,6,12.53,28,1.86,8,4.42,28
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,RahtsHe,2180,3.0,2.0,285.0,13.0196,77.6426,2.64,9,1.04,8,2.16,10,7.16,19,1.25,4,14.01,31,4.41,13,1.67,25
Super built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1085,2.0,1.0,50.0,12.9786,77.6016,3.03,7,1.81,7,0.21,8,6.46,9,0.39,5,13.96,32,2.96,12,7.37,24
Super built-up  Area,19-Jun,Whitefield,2 BHK,Pae 2ov,1195,2.0,1.0,61.36,13.0206,77.6436,1.01,2,2.26,7,0.79,4,2.77,13,0.56,1,5.02,31,0.56,3,7.24,14
Plot  Area,Ready To Move,Kamakshipalya,1 Bedroom,GrrvaGr,450,1.0,0.0,30.0,12.9916,77.6146,3.07,13,0.84,1,3.67,4,3.89,14,1.08,7,12.58,36,4.37,4,1.29,30
Super built-up  Area,19-Jan,Rajaji Nagar,4 BHK,GrrvaGr,6500,5.0,2.0,1400.0,12.9766,77.5996,4.08,10,1.4,2,3.06,8,1.05,6,1.12,2,6.78,41,1.05,6,8.33,26
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,550,1.0,1.0,11.5,13.0036,77.6266,4.5,6,1.14,6,1.61,7,7.78,21,0.94,6,6.65,34,1.98,5,5.17,22
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1165,2.0,2.0,45.0,12.9776,77.6006,1.12,12,1.47,6,0.89,9,7.46,17,1.66,2,13.13,19,0.8,10,9.35,20
Super built-up  Area,Ready To Move,1st Stage Indira Nagar,4 BHK,GrrvaGr,3000,4.0,2.0,301.0,12.9836,77.6066,4.31,14,1.06,8,2.43,4,7.92,15,0.32,7,13.39,13,2.01,11,4.04,21
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,60.0,12.9856,77.6086,4.4,7,0.56,7,1.51,6,7.33,23,0.98,6,8.12,40,2.95,10,6.75,19
Super built-up  Area,18-Jan,Sarjapur  Road,1 BHK,SJityaz,702,1.0,1.0,52.0,13.0016,77.6246,3.86,5,1.51,3,0.84,11,0.92,16,0.31,5,3.25,32,2.24,13,1.37,26
Super built-up  Area,Ready To Move,Banashankari,2 BHK,GrrvaGr,1020,2.0,1.0,42.83,12.9746,77.5976,4.13,7,2.85,1,2.16,9,6.72,10,0.62,3,2.36,31,4.79,4,3.73,20
Super built-up  Area,18-May,Devanahalli,2 BHK,Derdsig,1340,2.0,1.0,65.0,13.0146,77.6376,2.33,4,0.41,7,0.27,4,7.8,5,1.02,5,13.84,42,3.82,8,2.38,29
Super built-up  Area,18-Apr,Marathahalli,2 BHK,GrrvaGr,1125,2.0,1.0,54.8,13.0086,77.6316,4.86,10,2.52,1,1.85,9,0.81,7,0.36,4,13.04,34,4.25,4,8.45,30
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1160,2.0,1.0,40.53,13.0056,77.6286,3.65,6,2.23,9,0.23,11,7.96,9,0.27,2,7.33,27,2.36,8,5.44,13
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1050,2.0,1.0,50.0,12.9766,77.5996,1.44,8,1.05,5,2.79,10,5.59,6,0.26,7,6.5,32,1.19,6,9.56,14
Super built-up  Area,19-Dec,JP Nagar,3 BHK,Shestut,1960,3.0,1.0,138.0,13.0136,77.6366,0.34,9,0.5,9,2.74,7,1.91,13,1.32,6,2.06,34,3.85,7,9.71,10
Built-up  Area,Ready To Move,Ganga Nagar,2 BHK,GrrvaGr,1200,3.0,2.0,52.0,12.9796,77.6026,1.04,5,2.8,4,2.29,3,2.05,24,0.28,1,5.63,41,3.43,3,3.84,19
Plot  Area,Ready To Move,Judicial Layout,3 Bedroom,GrrvaGr,1200,4.0,1.0,220.0,13.0176,77.6406,3.78,8,1.2,7,1.74,6,6.9,19,1.93,7,2.52,34,2.36,11,8.56,31
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,3496,4.0,2.0,262.0,13.0086,77.6316,4.34,5,1.36,9,0.46,7,0.64,18,0.73,5,13.33,35,1.87,14,4.69,13
Super built-up  Area,Ready To Move,Electronic City,2 BHK,MavanK ,975,2.0,1.0,32.0,12.9836,77.6066,0.62,6,1.03,6,3.09,3,2.53,20,1.02,4,13.85,29,2.17,6,9.04,30
Super built-up  Area,Ready To Move,Kudlu,3 BHK,MJinala,1700,3.0,3.0,125.0,12.9746,77.5976,3.34,9,2.56,6,1.12,5,3.79,12,1.89,7,1.38,26,1.07,13,6.53,10
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,GrrvaGr,1800,4.0,0.0,230.0,12.9796,77.6026,1.97,6,0.76,2,1.86,7,3.67,5,1.8,3,12.14,12,0.49,13,3.23,34
Plot  Area,Ready To Move,Madavara,4 Bedroom,GrrvaGr,612,3.0,0.0,47.0,12.9726,77.5956,3.02,5,2.3,8,0.73,4,0.73,24,0.36,1,13.39,20,0.44,5,6.14,13
Built-up  Area,Ready To Move,Brooke Bond First Cross,2 BHK,Viium E,1275,2.0,3.0,69.0,13.0116,77.6346,4.27,2,0.81,2,2.46,5,1.23,23,0.15,3,7.48,23,3.77,14,7.54,27
Built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,GrrvaGr,650,1.0,0.0,40.0,12.9876,77.6106,2.25,8,1.09,5,2.61,11,4.93,22,1.54,4,5.15,10,3.95,7,5.06,18
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,110.0,12.9756,77.5986,1.1,8,2.78,5,2.46,7,1.11,9,0.29,2,12.09,39,0.34,8,2.83,20
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1200,2.0,2.0,48.0,12.9846,77.6076,0.74,6,1.89,4,0.48,3,4.58,7,1.67,3,5.96,41,4.2,13,9.56,26
Plot  Area,Ready To Move,Sarjapura - Attibele Road,5 Bedroom,GrrvaGr,3750,6.0,2.0,295.0,12.9876,77.6106,4.99,13,2.11,1,3.82,5,1.78,23,0.13,3,5.29,35,1.66,12,7.13,30
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1679,3.0,2.0,94.86,12.9796,77.6026,3.88,6,1.92,9,2.18,10,6.45,11,1.43,6,9.73,41,3.89,14,5.07,20
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,GrrvaGr,1450,3.0,2.0,75.0,12.9926,77.6156,0.46,7,0.62,4,2.13,8,4.24,12,0.38,4,5.62,16,3.59,5,5.99,34
Super built-up  Area,18-Nov,Balagere,2 BHK,Soresea,1210,2.0,1.0,82.0,13.0086,77.6316,1.02,10,2.03,6,2.56,11,5.71,14,0.36,2,7.79,32,1.59,8,9.35,31
Super built-up  Area,18-May,Dwaraka Nagar,3 BHK,GrrvaGr,1300,2.0,1.0,51.0,13.0146,77.6376,3.49,12,1.66,4,2.46,8,6.14,7,1.73,3,12.16,17,0.91,3,2.63,23
Super built-up  Area,Ready To Move,Judicial Layout,2 BHK,GrrvaGr,1165,2.0,1.0,49.61,13.0176,77.6406,2.23,12,2.5,9,1.15,11,1.93,12,0.13,7,1.91,36,3.49,13,6.99,15
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1623,3.0,3.0,155.0,12.9756,77.5986,3.18,9,2.97,2,1.89,9,5.43,14,0.92,6,13.16,11,1.67,9,5.11,18
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1115,2.0,1.0,35.8,12.9956,77.6186,2.91,9,1.91,9,1.49,10,5.51,5,0.35,3,4.94,41,4.65,6,2.35,16
Super built-up  Area,Ready To Move,BTM Layout,1 BHK,GrrvaGr,450,1.0,1.0,20.0,13.0206,77.6436,0.95,9,1.07,6,2.62,4,3.16,8,1.4,5,14.83,21,2.41,12,7.68,27
Super built-up  Area,18-Apr,Electronics City Phase 1,2 BHK,Shitt S,1170,2.0,1.0,62.0,13.0066,77.6296,2.31,3,2.59,8,0.87,10,4.01,17,1.59,7,2.19,31,1.21,4,7.83,20
Built-up  Area,Ready To Move,KR Puram,4 Bedroom,Caxusnd,2065,4.0,0.0,248.0,13.0156,77.6386,2.74,6,2.55,3,0.34,4,5.76,23,0.33,2,8.73,40,4.31,10,8.03,19
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrrvaGr,1700,3.0,2.0,126.0,13.0086,77.6316,2.3,10,2.58,5,2.63,3,1.92,22,1.94,4,3.21,37,1.38,6,9.31,27
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,GrrvaGr,1080,5.0,2.0,160.0,12.9906,77.6136,2.51,11,1.14,8,2.5,4,4.43,15,1.53,2,3.43,15,0.72,13,5.87,20
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,SoncyRe,1245,2.0,1.0,55.0,12.9976,77.6206,4.95,6,1.3,9,3.41,9,3.64,17,1.68,1,5.58,42,3.25,5,5.45,13
Built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1017,2.0,1.0,66.0,12.9896,77.6126,4.93,5,2.33,9,0.66,4,3.28,22,1.11,4,13.09,37,0.73,14,8.73,24
Plot  Area,Ready To Move,7th Phase JP Nagar,6 Bedroom,GrrvaGr,650,6.0,2.0,80.0,13.0116,77.6346,1.89,5,1.33,9,2.77,11,6.78,18,1.73,6,14.77,42,2.75,10,1.46,31
Super built-up  Area,18-Mar,Sarjapur  Road,2 BHK,SJityaz,1242,2.0,1.0,75.0,13.0016,77.6246,3.7,4,1.52,3,0.64,10,5.26,13,0.9,2,6.44,11,3.44,12,5.98,26
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1792,3.0,1.0,104.0,13.0156,77.6386,1.32,9,0.13,1,0.61,5,7.39,12,0.33,7,6.37,28,1.58,5,1.89,24
Super built-up  Area,18-Aug,Garebhavipalya,3 BHK,GrrvaGr,1275,3.0,2.0,55.0,13.0166,77.6396,4.96,6,2.68,2,0.3,8,3.98,10,0.86,4,9.44,32,3.74,13,3.83,22
Plot  Area,Ready To Move,8th Phase JP Nagar,6 Bedroom,GrrvaGr,1200,6.0,1.0,260.0,12.9796,77.6026,2.19,6,1.48,9,0.3,4,7.33,14,0.56,2,7.73,13,1.69,3,9.11,16
Plot  Area,Ready To Move,7th Block Jayanagar,3 Bedroom,GrrvaGr,2400,3.0,0.0,408.0,13.0086,77.6316,3.0,2,2.72,4,0.31,4,4.06,16,0.2,7,4.53,43,2.42,4,2.17,31
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Sidin J,605,1.0,1.0,22.0,12.9836,77.6066,2.03,11,2.92,4,3.49,4,5.07,13,0.87,3,4.18,34,4.96,13,5.59,12
Plot  Area,Ready To Move,HBR Layout,4 Bedroom,GrrvaGr,1200,4.0,2.0,115.0,12.9856,77.6086,0.95,11,0.56,5,2.83,8,1.47,6,0.48,6,13.9,13,3.58,5,2.35,21
Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450,3.0,2.0,79.0,13.0066,77.6296,0.94,9,0.35,7,0.96,4,3.88,6,0.64,7,3.15,17,0.55,14,2.11,20
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,1232,3.0,1.0,96.0,13.0106,77.6336,4.71,3,2.04,7,2.63,4,0.82,10,0.31,5,3.39,40,2.39,10,4.92,20
Plot  Area,Ready To Move,Laggere,5 Bedroom,GrrvaGr,1800,5.0,0.0,70.0,13.0026,77.6256,2.85,9,0.84,6,1.63,3,3.24,11,1.49,3,11.68,27,2.65,9,4.4,11
Built-up  Area,Ready To Move,Sidedahalli,1 Bedroom,GrrvaGr,900,1.0,1.0,52.3,12.9846,77.6076,4.86,12,1.38,7,3.44,7,6.92,16,0.11,2,14.71,18,1.45,5,6.38,33
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrrvaGr,1200,2.0,2.0,40.0,12.9806,77.6036,2.13,6,0.12,9,0.85,6,1.29,5,0.88,2,2.06,12,3.42,10,1.48,21
Super built-up  Area,Ready To Move,Kadugodi,4 BHK,GrrvaGr,2100,3.0,2.0,204.0,13.0006,77.6236,2.48,7,1.34,7,3.79,9,7.45,22,1.36,2,12.35,30,1.56,3,5.71,14
Super built-up  Area,18-Aug,Uttarahalli,2 BHK,DSera S,1065,2.0,1.0,42.6,12.9906,77.6136,1.25,2,2.92,4,1.31,3,2.55,17,0.94,7,8.35,39,3.95,13,8.32,13
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,GrrvaGr,1075,2.0,1.0,48.38,12.9996,77.6226,0.7,9,0.38,3,0.49,3,1.41,17,0.83,5,2.0,32,1.94,10,7.94,34
Plot  Area,Ready To Move,Anand Nagar,6 Bedroom,GrrvaGr,1508,5.0,2.0,240.0,12.9976,77.6206,3.96,13,2.09,6,1.25,3,6.44,22,0.75,2,13.87,21,3.72,6,6.19,22
Super built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,780,2.0,1.0,31.0,12.9876,77.6106,2.1,11,1.65,3,3.85,4,6.52,22,1.63,3,2.09,27,1.84,12,1.46,10
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1070,2.0,1.0,42.79,13.0116,77.6346,3.98,13,2.56,2,1.46,8,3.85,9,0.58,3,9.68,36,2.63,6,9.15,21
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,13.0126,77.6356,2.35,3,1.99,6,1.35,3,0.67,14,0.21,5,9.66,39,3.12,3,3.29,29
Super built-up  Area,18-Oct,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,150.0,13.0206,77.6436,4.64,7,0.1,4,1.04,5,1.8,8,0.41,2,10.21,21,2.13,4,1.59,26
Built-up  Area,Ready To Move,Cox Town,2 BHK,GrrvaGr,1280,2.0,1.0,120.0,13.0056,77.6286,4.44,11,2.05,7,1.8,7,1.81,19,1.77,3,12.23,18,0.72,6,3.14,24
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,2.0,64.0,12.9956,77.6186,4.14,4,2.47,2,1.29,9,3.37,22,1.69,7,11.44,34,2.5,6,5.06,34
Built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,5.0,2.0,170.0,12.9926,77.6156,4.01,12,2.22,3,1.21,5,2.27,15,1.01,6,2.57,30,0.54,7,2.09,28
Super built-up  Area,Ready To Move,Varsova Layout,2 BHK,InhtsHe,1088,2.0,2.0,43.5,12.9966,77.6196,3.36,2,2.22,5,3.27,9,7.44,9,0.57,4,10.9,17,2.25,6,4.65,34
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,78.0,12.9856,77.6086,4.38,5,2.66,8,1.43,10,2.53,6,0.24,3,1.34,16,4.41,11,1.29,30
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,3 BHK,Prllsan,1587,3.0,1.0,73.8,12.9956,77.6186,4.29,8,1.86,5,0.99,7,4.67,16,0.84,6,12.8,29,0.72,4,2.02,31
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrrvaGr,1045,2.0,2.0,55.0,12.9806,77.6036,1.22,9,2.04,9,2.81,8,3.06,21,1.25,1,5.94,27,1.2,14,7.36,34
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prensya,1304,2.0,1.0,69.97,13.0156,77.6386,3.55,9,1.65,8,0.54,3,2.91,17,1.79,5,11.59,29,0.88,9,1.07,29
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DSe 2ie,1100,2.0,2.0,65.0,13.0206,77.6436,4.21,10,2.84,2,1.09,5,5.5,13,1.98,7,6.78,34,1.95,4,3.12,20
Super built-up  Area,18-May,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,68.9,12.9796,77.6026,3.78,9,2.05,8,2.78,4,6.48,5,0.34,7,1.07,26,4.58,3,8.52,29
